display_order,top_level_label,subcategory_id,subcategory_label,function_id,function_label,definition,pilot_core_recommended,cefr_function_level_min_provisional,cefr_function_level_core_provisional,positive_examples,near_miss_examples,common_confusions,decision_rule,do_not_use_when,example_notes,calibration_priority,manual_review_amendment_status,manual_review_evidence_count,manual_review_error_patterns
189,"Public, institutional and academic communication",10.1,Public communication,PUB_03,reporting_policy,"Reports policy, rules or regulations.",yes,B2,B2,The report says that the policy were recorded yesterday. || Officials reported new policy after the review was completed.,"The sentence merely mentions a public body as a place or topic. || The sentence reports a past incident but not an official position, decision or policy.",reporting_past_events; relaying_specific_information; media_reporting,"Use when the sentence as a whole communicatively performs this function: Reports policy, rules or regulations.","Do not use when the sentence only contains a topic cue; check whether narration, description, explanation or evaluation is the main function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
190,"Public, institutional and academic communication",10.1,Public communication,PUB_04,reporting_decisions,Reports decisions by people or institutions.,yes,B1,B2,The report says that the decisions were recorded yesterday. || Officials reported new decisions after the review was completed.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",reporting_past_events; relaying_specific_information; media_reporting,Use when the sentence as a whole communicatively performs this function: Reports decisions by people or institutions.,"Do not use when the sentence only contains a topic cue; check whether narration, description, explanation or evaluation is the main function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
191,"Public, institutional and academic communication",10.1,Public communication,PUB_05,legal_or_administrative_statement,States legal or administrative information.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: States legal or administrative information.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
192,"Public, institutional and academic communication",10.1,Public communication,PUB_06,civic_information,Gives information about public life or government.,no,B1,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Gives information about public life or government.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
193,"Public, institutional and academic communication",10.1,Public communication,PUB_07,media_reporting,Reports news or media content.,yes,B1,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",reporting_past_events; institutional_reporting; quoting_or_attributing; relaying_specific_information,"Use when the sentence is reporting news or media content as media coverage, not merely describing an event that appears in the news.","Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,high,not_amended_in_v1,0,
194,"Public, institutional and academic communication",10.1,Public communication,PUB_08,quoting_or_attributing,Quotes or attributes a statement.,yes,B1,B2,He said the policy would change next year. || Doctors told him his symptoms would get worse very quickly. || Bloomsbury added that the company’s ability to reach readers remains important.,"For instance, the term “thermal conductivity” refers to a material’s ability to conduct heat. || Chinese AI developer DeepSeek has unveiled its latest model, describing it as an experimental release. || She could also function largely as a “summoner class”. || We appreciate and thank Amazon MGM Studios for what they have done. || Consultant Gail offered support to Carole, and the following 12 months were a meaningful journey.",reporting_past_events; defining_terms; evaluating_quality; expressing_opinion; thanking; narrating_events; describing_characteristics; relaying_specific_information,"Use only when the sentence’s main communicative act is to attribute speech, writing, claims, statements, announcements, descriptions, praise, blame, or reported content to a source. Attribution must be central to the whole sentence, not merely embedded in another event report, narrative, definition, or evaluation.","Do not use merely because the sentence contains quotation marks, corrupted quote characters, a named person, a source name, a title, a role, a reported topic, or an embedded phrase such as “describing it as”. Do not use for quoted terms, quoted labels, product/class names, first-person opinions, thanks, or statements where the main function is reporting an event, defining a term, narrating a plot, evaluating quality, or describing features.","Manual review showed this label was the most frequent overreach. Preserve genuine cases such as “he said”, “doctors told him”, and “added Bloomsbury”, but reject quotation-mark and embedded-attribution traps.",critical,amended_from_manual_diagnostic_batches_v1,15+,attribution_overreach; quotation_mark_trap; corrupted_quote_trap; embedded_attribution; first_person_opinion_trap
195,"Public, institutional and academic communication",10.1,Public communication,PUB_09,presenting_official_position,States an official view or position.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence merely mentions a public body as a place or topic. || The sentence reports a past incident but not an official position, decision or policy.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: States an official view or position.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
196,"Public, institutional and academic communication",10.1,Public communication,PUB_10,announcing_change,"Announces a change, reform or update.",no,B1,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Announces a change, reform or update.","Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
197,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_01,academic_explanation,Explains academic or educational content.,yes,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Explains academic or educational content.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
198,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_02,professional_reporting,Reports work or professional information.,yes,B1,B2,The report sets out the audit findings and recommendations. || The consultant submitted a professional report on compliance risks.,A tax voters approved last November requires Oakland to maintain at least 700 sworn officers. || SAG-AFTRA sought language that protected its members’ ability to prevent replicas being used.,reporting_past_events; presenting_official_position; institutional_reporting; relaying_specific_information,"Use only when the sentence belongs to, reports, or characterises professional or formal reporting activity as such.","Do not use merely because the topic is civic, legal, organisational, workplace-related, or institutional. Tag the whole-sentence communicative act instead.",Manual review showed domain labels can overreach when the sentence is really reporting a past event or civic development.,medium,amended_from_manual_diagnostic_batches_v1,1+,domain_label_overreach
199,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_03,presenting_research,"Presents research, findings or evidence.",no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Presents research, findings or evidence.","Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
200,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_04,discussing_specialist_topic,Discusses a specialist domain.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Discusses a specialist domain.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
201,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_05,formal_presentation,Presents information formally.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Presents information formally.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
202,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_06,writing_report_or_essay,Belongs to report or essay-style argumentation.,no,B1,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Belongs to report or essay-style argumentation.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
203,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_07,analysing_information,Analyses information or evidence.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Analyses information or evidence.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
204,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_08,synthesising_information,Combines information from multiple sources.,no,B2,B2,The university announced that applications will open in September. || The report presents the organisation's official response.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Combines information from multiple sources.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
205,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_09,evaluating_professional_options,Evaluates work or professional options.,no,B2,B2,This plan is highly professional options for the success of the project. || The report assesses the professional options of the proposed solution.,The sentence describes a situation without judging it. || The sentence reports an event but gives no assessment.,expressing_opinion; analysing_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Evaluates work or professional options.,Do not use merely because the topic is emotional or value-laden; the sentence must actually express stance or evaluation.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
206,"Public, institutional and academic communication",10.2,Academic and professional communication,PRO_10,giving_professional_recommendation,Gives recommendation in a professional context.,no,B2,B2,The notice gives professional recommendation for visitors. || The webpage provides clear professional recommendation about the service.,The sentence asks for information rather than giving it. || The sentence evaluates information rather than providing it.,stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Gives recommendation in a professional context.,"Do not use merely because the topic is public life; the sentence must perform the specific public, institutional or academic function.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
207,"Creative, literary and cultural response",11.1,Creative expression,CRE_01,creative_description,Uses imaginative description.,no,A2,B2,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Uses imaginative description.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
208,"Creative, literary and cultural response",11.1,Creative expression,CRE_02,storytelling,Tells a fictional or stylised story.,no,A2,B2,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; creative_description; summarising_creative_text,Use when the sentence as a whole communicatively performs this function: Tells a fictional or stylised story.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,high,not_amended_in_v1,0,
209,"Creative, literary and cultural response",11.1,Creative expression,CRE_03,expressing_imagined_situation,Describes an imagined or hypothetical world.,no,A2,B2,"I imagined situation that this is the best option for now. || Personally, I feel imagined situation about the proposal.",The sentence reports someone else's feeling without expressing it directly. || The sentence describes an emotional event but gives no stance.,evaluating_quality; expressing_personal_response; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Describes an imagined or hypothetical world.,Do not use merely because the topic is emotional or value-laden; the sentence must actually express stance or evaluation.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
210,"Creative, literary and cultural response",11.1,Creative expression,CRE_04,aesthetic_expression,Uses language for artistic or stylistic effect.,no,B2,C1,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Uses language for artistic or stylistic effect.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
211,"Creative, literary and cultural response",11.1,Creative expression,CRE_05,personal_reflection,Reflects personally on experience or text.,no,A2,B2,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Reflects personally on experience or text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
212,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_06,responding_to_creative_text,Gives personal response to creative or literary text.,no,A2,B2,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Gives personal response to creative or literary text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
213,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_07,summarising_creative_text,"Summarises a story, film, poem, play or similar text.",no,A2,B1,The episode follows a detective who travels across America solving murder cases. || The novel tells the story of a young woman searching for her family.,There are currently 23 playable characters and more than 350 in-game abilities to unlock. || The Pro plan includes 240 channels and unlimited cloud DVR space.,describing_characteristics; narrating_events; reporting_past_events; specifying_details,"Use when the sentence summarises the content, plot, episode, film, story, poem, play, game narrative, or other creative text as a text.","Do not use merely because the sentence refers to a game, film, TV show, character, or creative domain. Feature lists, game mechanics, channel lists, and product descriptions are usually describing_characteristics or specifying_details.",Manual review showed creative/media topic can trigger this label even when the sentence is describing game features rather than summarising a creative text.,medium,amended_from_manual_diagnostic_batches_v1,2+,creative_domain_trap; feature_description_missed
214,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_08,interpreting_creative_text,Interprets meaning in creative or literary text.,no,B2,C1,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Interprets meaning in creative or literary text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
215,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_09,analysing_character_or_theme,"Analyses character, theme or plot.",no,B2,C1,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,"Use when the sentence as a whole communicatively performs this function: Analyses character, theme or plot.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
216,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_10,criticising_creative_text,Gives critical evaluation of creative or literary text.,no,B2,C1,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Gives critical evaluation of creative or literary text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
217,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_11,relating_text_to_experience,Connects a text to personal or world experience.,no,A2,B2,The story follows a young traveller who discovers a hidden city. || The review explains how the poem creates a feeling of loss.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",narrating_events; expressing_personal_response; literary_or_cultural_interpretation,Use when the sentence as a whole communicatively performs this function: Connects a text to personal or world experience.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
218,"Creative, literary and cultural response",11.2,Cultural/literary response,CRE_12,explaining_cultural_meaning,Explains cultural significance.,no,A2,B2,The guide explains the cultural meaning behind the change. || This happens because several conditions affect the process.,The sentence reports what happened but does not explain why or how. || The sentence contains 'because' as a detail but the main purpose is event reporting.,reporting_past_events; describing_processes; expressing_cause_effect,Use when the sentence as a whole communicatively performs this function: Explains cultural significance.,"Do not use just because the sentence contains because, so, as, to or a result phrase if the main function is reporting or narrating events.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
219,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_01,drawing_on_multiple_languages,Uses or references more than one language.,no,A2,B2,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Uses or references more than one language.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
220,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_02,comparing_languages,"Compares words, forms or meanings across languages.",no,A2,B2,The text compares the two courses and shows how they differ. || It contrasts the old system with the new one.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,"Use when the sentence as a whole communicatively performs this function: Compares words, forms or meanings across languages.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
221,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_03,explaining_language_difference,Explains how languages differ.,no,A2,B2,The guide explains the language difference behind the change. || This happens because several conditions affect the process.,The sentence reports what happened but does not explain why or how. || The sentence contains 'because' as a detail but the main purpose is event reporting.,reporting_past_events; describing_processes; expressing_cause_effect,Use when the sentence as a whole communicatively performs this function: Explains how languages differ.,"Do not use just because the sentence contains because, so, as, to or a result phrase if the main function is reporting or narrating events.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
222,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_04,supporting_cross_linguistic_understanding,Helps understanding across languages.,no,A2,B2,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Helps understanding across languages.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
223,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_05,using_translation_equivalent,Gives or discusses translation equivalents.,no,A2,B1,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Gives or discusses translation equivalents.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
224,Plurilingual and pluricultural functions,12.1,Plurilingual communication,PLU_06,clarifying_multilingual_meaning,Clarifies meaning across languages.,no,A2,B1,"In other words, the rule applies only to new applications. || The teacher explains the point again in simpler language.","The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Clarifies meaning across languages.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
225,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_01,comparing_cultures,Compares cultural practices or assumptions.,no,B1,B2,The text compares the two courses and shows how they differ. || It contrasts the old system with the new one.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Compares cultural practices or assumptions.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
226,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_02,explaining_cultural_practice,Explains a cultural behaviour or custom.,no,B1,B2,The guide explains the cultural practice behind the change. || This happens because several conditions affect the process.,The sentence reports what happened but does not explain why or how. || The sentence contains 'because' as a detail but the main purpose is event reporting.,reporting_past_events; describing_processes; expressing_cause_effect,Use when the sentence as a whole communicatively performs this function: Explains a cultural behaviour or custom.,"Do not use just because the sentence contains because, so, as, to or a result phrase if the main function is reporting or narrating events.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
227,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_03,interpreting_cultural_difference,Interprets cultural difference.,no,B1,B2,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Interprets cultural difference.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
228,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_04,avoiding_cultural_misunderstanding,Prevents or resolves cultural misunderstanding.,no,B1,B2,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Prevents or resolves cultural misunderstanding.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
229,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_05,building_pluricultural_space,Creates shared understanding across cultures.,no,B2,C1,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Creates shared understanding across cultures.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
230,Plurilingual and pluricultural functions,12.2,Pluricultural communication,PLC_06,adapting_to_cultural_context,Adapts communication to cultural expectations.,no,B2,C1,In Spanish this word means something different from the English word. || The speaker explains the cultural meaning of the greeting.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",translating_or_rendering_meaning; explaining_cultural_reference; adapting_text_for_audience,Use when the sentence as a whole communicatively performs this function: Adapts communication to cultural expectations.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
231,Strategic communication functions,13.1,Production strategies,STR_01,planning_message,Signals planning or organising what to say.,no,A2,B1,Let me say that another way so it is clearer. || The learner uses the context to guess the meaning of the word.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",reformulating_for_clarity; checking_understanding; inferring_meaning,Use when the sentence as a whole communicatively performs this function: Signals planning or organising what to say.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
